,label,source,path
998,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-01-01-02-02.wav
999,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-06-02-01-02-02.wav
1000,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-02-02.wav
1001,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-02-02.wav
1002,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-01-02.wav
1003,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-02-02.wav
1004,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-03-01-01-01-02.wav
1005,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-04-02-01-02-02.wav
1006,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-01-02-01-02.wav
1007,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-04-02-02-02-02.wav
1008,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-03-02-01-02-02.wav
1009,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-04-01-02-02-02.wav
1010,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-02-02.wav
1011,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-04-01-01-02-02.wav
1012,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-02-01-02-02.wav
1013,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-08-01-01-01-02.wav
1014,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-02-01-02-02-02.wav
1015,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
1016,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-02-02-01-02-02.wav
1017,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-05-02-02-01-02.wav
1018,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-07-01-02-02-02.wav
1019,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_02/03-01-08-02-02-02-02.wav
1020,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-07-01-02-02-23.wav
1021,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-04-01-02-02-23.wav
1022,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-05-02-02-01-23.wav
1023,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-08-01-01-01-23.wav
1024,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-02-02-01-01-23.wav
1025,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-08-02-02-01-23.wav
1026,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-04-02-01-01-23.wav
1027,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-07-02-02-02-23.wav
1028,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-05-02-01-02-23.wav
1029,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-06-02-01-02-23.wav
1030,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-07-01-02-01-23.wav
1031,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-03-01-02-01-23.wav
1032,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-03-02-02-02-23.wav
1033,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-05-02-02-02-23.wav
1034,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-02-01-01-02-23.wav
1035,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-03-01-01-02-23.wav
1036,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-08-01-02-01-23.wav
1037,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-05-01-01-01-23.wav
1038,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-04-01-01-01-23.wav
1039,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-04-02-02-02-23.wav
1040,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-02-01-02-01-23.wav
1041,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-08-02-02-02-23.wav
1042,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-01-01-02-02-23.wav
1043,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-05-01-02-02-23.wav
1044,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-02-02-02-01-23.wav
1045,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-08-02-01-01-23.wav
1046,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-07-02-02-01-23.wav
1047,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-03-01-02-02-23.wav
1048,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-07-02-01-02-23.wav
1049,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-07-01-01-02-23.wav
1050,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-08-01-02-02-23.wav
1051,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-05-01-02-01-23.wav
1052,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-08-02-01-02-23.wav
1053,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-07-02-01-01-23.wav
1054,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-02-02-01-02-23.wav
1055,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-04-01-01-02-23.wav
1056,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-01-01-02-01-23.wav
1057,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-03-02-02-01-23.wav
1058,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-03-01-01-01-23.wav
1059,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-05-02-01-01-23.wav
1060,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-04-02-02-01-23.wav
1061,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-07-01-01-01-23.wav
1062,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-06-01-01-01-23.wav
1063,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-02-01-02-02-23.wav
1064,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-05-01-01-02-23.wav
1065,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-06-02-02-02-23.wav
1066,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-06-01-02-02-23.wav
1067,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-06-01-01-02-23.wav
1068,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-06-02-01-01-23.wav
1069,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-02-01-01-01-23.wav
1070,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-08-01-01-02-23.wav
1071,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-06-01-02-01-23.wav
1072,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-01-01-01-01-23.wav
1073,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-03-02-01-01-23.wav
1074,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-04-01-02-01-23.wav
1075,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-01-01-01-02-23.wav
1076,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-03-02-01-02-23.wav
1077,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-04-02-01-02-23.wav
1078,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-06-02-02-01-23.wav
1079,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_23/03-01-02-02-02-02-23.wav
1080,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-02-01-01-15.wav
1081,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-01-02-01-15.wav
1082,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-01-02-01-15.wav
1083,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-02-02-02-15.wav
1084,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-01-01-02-15.wav
1085,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-02-02-02-15.wav
1086,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-02-01-01-15.wav
1087,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-02-02-01-15.wav
1088,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-01-01-01-15.wav
1089,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-01-01-02-15.wav
1090,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-01-01-01-15.wav
1091,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-01-01-01-01-15.wav
1092,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-01-02-02-15.wav
1093,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-02-01-02-15.wav
1094,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-01-01-01-15.wav
1095,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-02-02-02-15.wav
1096,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-01-01-02-15.wav
1097,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-02-01-01-15.wav
1098,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-02-01-01-15.wav
1099,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-01-01-02-15.wav
1100,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-01-02-01-15.wav
1101,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-02-01-02-15.wav
1102,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-02-02-02-15.wav
1103,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-01-01-02-15.wav
1104,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-01-01-01-15.wav
1105,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-01-02-01-15.wav
1106,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-01-01-01-15.wav
1107,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-01-01-02-01-15.wav
1108,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-02-01-02-15.wav
1109,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-02-02-01-15.wav
1110,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-03-01-02-02-15.wav
1111,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-01-02-01-15.wav
1112,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-02-01-02-15.wav
1113,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-01-02-02-15.wav
1114,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-01-01-01-15.wav
1115,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-01-01-01-15.wav
1116,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-02-01-01-15.wav
1117,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-02-02-01-15.wav
1118,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-02-02-01-15.wav
1119,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-02-02-02-15.wav
1120,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-01-01-01-02-15.wav
1121,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-01-01-02-15.wav
1122,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-02-02-01-15.wav
1123,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-01-01-02-02-15.wav
1124,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-02-01-02-15.wav
1125,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-01-02-02-15.wav
1126,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-02-01-02-15.wav
1127,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-01-02-02-15.wav
1128,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-02-02-02-15.wav
1129,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-01-02-01-15.wav
1130,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-01-02-02-15.wav
1131,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-02-01-02-15.wav
1132,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-02-02-01-15.wav
1133,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-04-02-01-01-15.wav
1134,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-08-02-01-01-15.wav
1135,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-07-01-01-02-15.wav
1136,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-02-02-02-15.wav
1137,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-05-01-02-01-15.wav
1138,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-02-02-02-01-15.wav
1139,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_15/03-01-06-01-02-02-15.wav
1140,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-02-06.wav
1141,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-02-06.wav
1142,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-02-06.wav
1143,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-01-06.wav
1144,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-07-01-02-02-06.wav
1145,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-02-01-02-06.wav
1146,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-06-02-01-01-06.wav
1147,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-01-06.wav
1148,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-02-06.wav
1149,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-01-06.wav
1150,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-01-06.wav
1151,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-06-02-02-01-06.wav
1152,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-01-06.wav
1153,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-01-06.wav
1154,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-07-01-01-01-06.wav
1155,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-02-06.wav
1156,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-01-06.wav
1157,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-01-06.wav
1158,happy,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-01-06.wav
1159,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-06-01-01-02-06.wav
1160,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-01-06.wav
1161,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-02-06.wav
1162,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-01-06.wav
1163,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-01-06.wav
1164,fear,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-06-02-02-02-06.wav
1165,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-01-06.wav
1166,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-02-06.wav
1167,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-02-06.wav
1168,sad,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-02-06.wav
1169,calm,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-02-06.wav
1170,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-02-06.wav
1171,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-02-06.wav
1172,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-01-06.wav
1173,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-01-06.wav
1174,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-07-02-01-01-06.wav
1175,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-01-06.wav
1176,surprise,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-02-06.wav
1177,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-01-06.wav
1178,neutral,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-01-01-01-01-06.wav
1179,angry,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-02-06.wav
1180,disgust,RAVDE,/home/metgoog/Desktop/wanderer-ser/data/ravdess/audio_speech_actors_01-24/Actor_06/03-01-07-01-01-02-06.wav
